country,year,region,percentage_obesity,hunger_index,prevalence_smoking,liters_of_pure_alcohol_per_capita,pig,poultry,sheep_and_goat,fish_and_seafood,beef,life_ladder,negative_affect,social_support,freedom_to_make_life_choices,positive_affect,generosity,perceptions_of_corruption
Tajikistan,2012,Europe,12.2,"",2.4,0.39590853,2.939621,5.473436,0.5146811,6.3642297,4.4965715408325195,0.1981913298368454,0.7285909056663513,0.7490345239639282,0.5830215215682983,-0.07782728970050812,0.7170977592468262,24.08184065163803
Venezuela,2014,Americas,24.8,7.4,8.67,8.776106,43.601925,0.32835773,11.04476,25.05469,6.136096477508545,0.24360357224941254,0.9039558172225952,0.5699619054794312,0.796721875667572,-0.18828263878822327,0.8265349864959717,26.248480840376136
Gabon,2016,Africa,15.0,18.6,9.57,7.0840807,28.4807,0.72188324,32.186367,6.333322,4.831764221191406,0.43240466713905334,0.7800489664077759,0.6989423632621765,0.625076174736023,-0.2046034187078476,0.8165635466575623,29.537779617923142
Honduras,2011,Americas,18.4,19.6,3.59,3.9146814,18.757029,0.029507648,4.8294187,6.8654466,4.961031436920166,0.30747097730636597,0.7657018303871155,0.7833690643310547,0.7567948698997498,0.09430496394634247,0.8839631676673889,22.066612656076565
Nicaragua,2016,Americas,23.7,14.9,5.03,4.933296,20.631046,0.0098665925,6.4330187,1.4898555,6.012739658355713,0.38034728169441223,0.8527024388313293,0.7165342569351196,0.786971926689148,0.037869926542043686,0.7314649224281311,17.211203540895646
Syria,2016,Eastern Mediterranean,27.8,"",0.28,0.0,6.621961,7.782416,1.4735936,2.7998278,3.4619128704071045,0.64258873462677,0.46391287446022034,0.44827085733413696,0.36301854252815247,0.03887011483311653,0.685236930847168,20.86706623884895
Djibouti,2015,Eastern Mediterranean,13.2,35.4,0.49,0.054498512,1.9528635,5.1591926,4.3780475,7.139305,4.3691935539245605,0.1805926263332367,0.6329732537269592,0.7464394569396973,0.5427360534667969,-0.07867881655693054,0.5189301371574402,19.235666510374898
United Arab Emirates,2010,Eastern Mediterranean,27.7,"",3.15,0.0,18.92096,6.844609,24.747444,2.3991413,7.0974555015563965,0.2330135703086853,0.9117623567581177,0.8777507543563843,0.7007490396499634,0.05267879366874695,0.3551158905029297,22.954437576674245
United Arab Emirates,2014,Eastern Mediterranean,30.3,"",3.15,0.0,24.485033,4.630049,27.196323,6.8825054,6.539854526519775,0.29111284017562866,0.8637157678604126,0.9359788298606873,0.7194701433181763,0.06471939384937286,0.3551158905029297,20.825190749460145
Honduras,2015,Americas,20.8,13.8,3.49,4.1670027,20.295755,0.029414138,2.0295753,6.971151,4.8454365730285645,0.31076616048812866,0.7723755240440369,0.5340576767921448,0.8293653726577759,-0.09782528877258301,0.8480827212333679,21.125381393131157
Djibouti,2012,Eastern Mediterranean,12.3,35.4,0.67,0.08186011,4.6751213,4.4022546,3.3198822,6.9672046,4.3691935539245605,0.1805926263332367,0.6329732537269592,0.7464394569396973,0.5427360534667969,-0.07867881655693054,0.5189301371574402,19.36972877872182
Nicaragua,2013,Americas,22.0,14.9,4.79,3.5365267,19.307257,0.009906237,5.5276804,3.219527,5.772274971008301,0.2706095576286316,0.8682160377502441,0.8591490387916565,0.7998918294906616,0.03744075447320938,0.6362467408180237,17.78376878774663
Tajikistan,2014,Europe,13.2,"",2.4,0.43611467,3.607858,6.0064883,0.60461354,5.4910803,4.896157741546631,0.19615380465984344,0.8098262548446655,0.852732241153717,0.5868188738822937,-0.0037272153422236443,0.6984307765960693,22.16281646849009
Syria,2012,Eastern Mediterranean,25.1,"",0.88,0.0,6.6907635,8.218789,2.3960166,3.0470097,3.1644911766052246,0.7045896649360657,0.5883951783180237,0.46677061915397644,0.4510047137737274,0.31248506903648376,0.6729642152786255,20.220069901852614
Trinidad and Tobago,2013,Americas,16.9,10.8,6.21,6.841749,57.80714,2.565656,24.030704,4.501645,6.1677069664001465,0.28592944145202637,0.8831804990768433,0.8469414710998535,0.7639418840408325,0.12325627356767654,0.947674036026001,20.087568704048724
Macedonia,2014,Europe,21.6,2.5,5.93,8.340454,17.628464,1.1054803,6.0702715,7.353418,5.203825950622559,0.3069983422756195,0.7929981350898743,0.6447408199310303,0.582850992679596,0.030431406572461128,0.8605996966362,25.42218253896057
Tajikistan,2008,Europe,10.5,"",2.51,2.244686,3.5060802,4.8568645,0.3575606,3.5259445,5.063986778259277,0.16043595969676971,0.7009007334709167,0.8159547448158264,0.4878987669944763,0.013055799528956413,0.723376989364624,20.685622840661146
Honduras,2009,Americas,17.2,19.6,3.88,4.728928,18.915712,0.027074017,2.0576253,6.9038744,6.033189296722412,0.2613043487071991,0.8239660859107971,0.6612027883529663,0.7446603775024414,0.11738059669733047,0.8567343354225159,17.223160603167702
Djibouti,2008,Eastern Mediterranean,11.2,36.9,1.28,0.21101086,7.036753,5.1376553,2.339468,12.027618,5.0093302726745605,0.12019216269254684,0.6904395818710327,0.7734566926956177,0.7402476072311401,0.12638771533966064,0.5760976672172546,22.53364747402682
Nicaragua,2007,Americas,18.9,17.4,5.3,2.2753403,16.286646,0.009979563,4.2313347,5.219311,4.944090843200684,0.2874821126461029,0.8662130236625671,0.8355597257614136,0.7867374420166016,0.1383071392774582,0.825798511505127,17.5143925337398
Tajikistan,2006,Europe,9.7,"",2.51,1.1431648,0.5617275,4.0404963,0.33506554,3.459059,4.613099098205566,0.1946706473827362,0.7238407731056213,0.701759934425354,0.49406298995018005,-0.09266966581344604,0.7681551575660706,20.203463678941688
Honduras,2014,Americas,20.1,13.8,3.59,3.620528,18.367556,0.029435186,1.4717593,6.6523523,5.055726051330566,0.29938849806785583,0.7902145385742188,0.6959825754165649,0.7940577864646912,0.014047258533537388,0.8343501091003418,18.80715968136204
Honduras,2016,Americas,21.4,13.8,3.49,4.429322,21.274464,0.029398154,2.3714511,7.045758,5.6481547355651855,0.2968466877937317,0.7739099860191345,0.850046694278717,0.7900410890579224,0.07903841137886047,0.7928751707077026,17.318174881246996
Macedonia,2007,Europe,19.1,7.7,7.03,15.016717,19.103035,1.7412145,6.1496077,13.225179,4.493598461151123,0.2511228919029236,0.8105379343032837,0.439399778842926,0.5583559274673462,0.07526964694261551,0.8695459365844727,28.509928617739327
Djibouti,2016,Eastern Mediterranean,13.5,35.4,0.49,0.07262997,1.897458,4.557531,5.229358,6.2370987,4.3691935539245605,0.1805926263332367,0.6329732537269592,0.7464394569396973,0.5427360534667969,-0.07867881655693054,0.5189301371574402,19.235666510374898
